purchase_date,total_price,promo_name,sales_after_promo,status_promo
2022-12-07,47000,GRATIS_ONGKIR,42000,Dengan Promo
2022-12-07,116000,GRATIS_ONGKIR,111000,Dengan Promo
2022-12-07,55000,END_YEAR,40000,Dengan Promo
2022-12-07,70500,,70500,Tanpa Promo
2022-12-07,477000,GRATIS_ONGKIR,472000,Dengan Promo
2022-12-07,231750,END_YEAR,216750,Dengan Promo
2022-12-07,68700,,68700,Tanpa Promo
2022-12-07,960000,GRATIS_ONGKIR,955000,Dengan Promo
2022-12-07,460000,,460000,Tanpa Promo
2022-12-07,69000,GRATIS_ONGKIR,64000,Dengan Promo
2022-12-07,143664,,143664,Tanpa Promo
2022-12-07,31100,,31100,Tanpa Promo
2022-12-07,107000,,107000,Tanpa Promo
2022-12-07,41990,GRATIS_ONGKIR,36990,Dengan Promo
2022-12-07,2682000,,2682000,Tanpa Promo
2022-12-07,137776,GRATIS_ONGKIR,132776,Dengan Promo
2022-12-07,337998,GRATIS_ONGKIR,332998,Dengan Promo
2022-12-07,65000,END_YEAR,50000,Dengan Promo
2022-12-07,110000,,110000,Tanpa Promo
2022-12-07,7000,,7000,Tanpa Promo
2022-12-07,195000,,195000,Tanpa Promo
2022-12-07,465000,GRATIS_ONGKIR,460000,Dengan Promo
2022-12-07,199900,END_YEAR,184900,Dengan Promo
2022-12-07,137776,,137776,Tanpa Promo
2022-12-07,5700000,,5700000,Tanpa Promo
2022-12-07,124900,GRATIS_ONGKIR,119900,Dengan Promo
2022-12-08,76500,,76500,Tanpa Promo
2022-12-08,250200,END_YEAR,235200,Dengan Promo
2022-12-08,110997,,110997,Tanpa Promo
2022-12-08,141600,END_YEAR,126600,Dengan Promo
2022-12-08,4245000,GRATIS_ONGKIR,4240000,Dengan Promo
2022-12-08,462000,GRATIS_ONGKIR,457000,Dengan Promo
2022-12-08,113800,END_YEAR,98800,Dengan Promo
2022-12-08,49500,GRATIS_ONGKIR,44500,Dengan Promo
2022-12-08,2920000,GRATIS_ONGKIR,2915000,Dengan Promo
2022-12-08,237000,GRATIS_ONGKIR,232000,Dengan Promo
2022-12-08,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-12-08,27887,END_YEAR,12887,Dengan Promo
2022-12-08,81368,,81368,Tanpa Promo
2022-12-08,93300,,93300,Tanpa Promo
2022-12-08,22000,END_YEAR,7000,Dengan Promo
2022-12-08,510000,END_YEAR,495000,Dengan Promo
2022-12-08,131000,,131000,Tanpa Promo
2022-12-08,1699000,GRATIS_ONGKIR,1694000,Dengan Promo
2022-12-08,115000,GRATIS_ONGKIR,110000,Dengan Promo
2022-12-08,47000,END_YEAR,32000,Dengan Promo
2022-12-08,238000,,238000,Tanpa Promo
2022-12-08,4999000,GRATIS_ONGKIR,4994000,Dengan Promo
2022-12-08,116000,GRATIS_ONGKIR,111000,Dengan Promo
2022-12-08,56000,,56000,Tanpa Promo
2022-12-08,177000,GRATIS_ONGKIR,172000,Dengan Promo
2022-12-08,155000,END_YEAR,140000,Dengan Promo
2022-12-08,59000,END_YEAR,44000,Dengan Promo
2022-12-08,60000,GRATIS_ONGKIR,55000,Dengan Promo
2022-12-08,68888,END_YEAR,53888,Dengan Promo
2022-12-08,69000,END_YEAR,54000,Dengan Promo
2022-12-08,169000,END_YEAR,154000,Dengan Promo
2022-12-08,39900,GRATIS_ONGKIR,34900,Dengan Promo
2022-12-08,120000,,120000,Tanpa Promo
2022-12-08,278000,,278000,Tanpa Promo
2022-12-08,127980,GRATIS_ONGKIR,122980,Dengan Promo
2022-12-08,260000,,260000,Tanpa Promo
2022-12-08,1347000,END_YEAR,1332000,Dengan Promo
2022-12-08,2878000,END_YEAR,2863000,Dengan Promo
2022-12-08,338000,GRATIS_ONGKIR,333000,Dengan Promo
2022-12-08,119700,GRATIS_ONGKIR,114700,Dengan Promo
2022-12-08,36000,GRATIS_ONGKIR,31000,Dengan Promo
2022-12-08,24250,,24250,Tanpa Promo
2022-12-08,158100,GRATIS_ONGKIR,153100,Dengan Promo
2022-12-08,507000,END_YEAR,492000,Dengan Promo
2022-12-08,9900,,9900,Tanpa Promo
2022-12-08,59900,GRATIS_ONGKIR,54900,Dengan Promo
2022-12-08,5010,END_YEAR,-9990,Dengan Promo
2022-12-08,360750,GRATIS_ONGKIR,355750,Dengan Promo
2022-12-08,58275,END_YEAR,43275,Dengan Promo
2022-12-08,68000,END_YEAR,53000,Dengan Promo
2022-12-09,69900,GRATIS_ONGKIR,64900,Dengan Promo
2022-12-09,148000,GRATIS_ONGKIR,143000,Dengan Promo
2022-12-09,653997,END_YEAR,638997,Dengan Promo
2022-12-09,59800,,59800,Tanpa Promo
2022-12-09,160000,END_YEAR,145000,Dengan Promo
2022-12-09,310500,GRATIS_ONGKIR,305500,Dengan Promo
2022-12-09,520000,,520000,Tanpa Promo
2022-12-09,145000,GRATIS_ONGKIR,140000,Dengan Promo
2022-12-09,56079,GRATIS_ONGKIR,51079,Dengan Promo
2022-12-09,72680,END_YEAR,57680,Dengan Promo
2022-12-09,499000,GRATIS_ONGKIR,494000,Dengan Promo
2022-12-09,41990,,41990,Tanpa Promo
2022-12-09,75000,,75000,Tanpa Promo
2022-12-09,55550,,55550,Tanpa Promo
2022-12-09,174000,END_YEAR,159000,Dengan Promo
2022-12-09,49000,END_YEAR,34000,Dengan Promo
2022-12-09,25600,END_YEAR,10600,Dengan Promo
2022-12-09,389700,GRATIS_ONGKIR,384700,Dengan Promo
2022-12-09,12125,END_YEAR,-2875,Dengan Promo
2022-12-09,2380,GRATIS_ONGKIR,-2620,Dengan Promo
2022-12-09,837000,END_YEAR,822000,Dengan Promo
2022-12-09,49400,GRATIS_ONGKIR,44400,Dengan Promo
2022-12-09,1439000,END_YEAR,1424000,Dengan Promo
2022-12-09,65873,END_YEAR,50873,Dengan Promo
2022-12-09,1125000,,1125000,Tanpa Promo
2022-12-09,62000,GRATIS_ONGKIR,57000,Dengan Promo
2022-12-09,150000,END_YEAR,135000,Dengan Promo
2022-12-09,129000,,129000,Tanpa Promo
2022-12-09,75999,END_YEAR,60999,Dengan Promo
2022-12-09,390000,END_YEAR,375000,Dengan Promo
2022-12-09,330000,,330000,Tanpa Promo
2022-12-09,63000,GRATIS_ONGKIR,58000,Dengan Promo
2022-12-09,1575,,1575,Tanpa Promo
2022-12-09,3000,END_YEAR,-12000,Dengan Promo
2022-12-09,139000,GRATIS_ONGKIR,134000,Dengan Promo
2022-12-09,185000,GRATIS_ONGKIR,180000,Dengan Promo
2022-12-09,64500,END_YEAR,49500,Dengan Promo
2022-12-09,54000,END_YEAR,39000,Dengan Promo
2022-12-09,59700,END_YEAR,44700,Dengan Promo
2022-12-09,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-12-09,405300,,405300,Tanpa Promo
2022-12-09,150000,,150000,Tanpa Promo
2022-12-09,65873,,65873,Tanpa Promo
2022-12-09,93884,GRATIS_ONGKIR,88884,Dengan Promo
2022-12-09,458000,,458000,Tanpa Promo
2022-12-09,399998,END_YEAR,384998,Dengan Promo
2022-12-10,55000,GRATIS_ONGKIR,50000,Dengan Promo
2022-12-10,185000,GRATIS_ONGKIR,180000,Dengan Promo
2022-12-10,85000,,85000,Tanpa Promo
2022-12-10,310000,,310000,Tanpa Promo
2022-12-10,898000,,898000,Tanpa Promo
2022-12-10,5550,,5550,Tanpa Promo
2022-12-10,185000,,185000,Tanpa Promo
2022-12-10,56000,END_YEAR,41000,Dengan Promo
2022-12-10,115999,,115999,Tanpa Promo
2022-12-10,615000,GRATIS_ONGKIR,610000,Dengan Promo
2022-12-10,171000,,171000,Tanpa Promo
2022-12-10,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-12-10,230000,,230000,Tanpa Promo
2022-12-10,1449000,END_YEAR,1434000,Dengan Promo
2022-12-10,66000,,66000,Tanpa Promo
2022-12-10,192450,GRATIS_ONGKIR,187450,Dengan Promo
2022-12-10,76000,END_YEAR,61000,Dengan Promo
2022-12-10,230000,GRATIS_ONGKIR,225000,Dengan Promo
2022-12-10,31400,GRATIS_ONGKIR,26400,Dengan Promo
2022-12-10,436000,END_YEAR,421000,Dengan Promo
2022-12-10,1575,GRATIS_ONGKIR,-3425,Dengan Promo
2022-12-10,150000,END_YEAR,135000,Dengan Promo
2022-12-10,260000,,260000,Tanpa Promo
2022-12-10,145360,END_YEAR,130360,Dengan Promo
2022-12-10,62000,GRATIS_ONGKIR,57000,Dengan Promo
2022-12-10,25500,,25500,Tanpa Promo
2022-12-10,830000,END_YEAR,815000,Dengan Promo
2022-12-10,74000,END_YEAR,59000,Dengan Promo
2022-12-10,110000,GRATIS_ONGKIR,105000,Dengan Promo
2022-12-10,73500,END_YEAR,58500,Dengan Promo
2022-12-10,113700,END_YEAR,98700,Dengan Promo
2022-12-10,68700,END_YEAR,53700,Dengan Promo
2022-12-10,93000,GRATIS_ONGKIR,88000,Dengan Promo
2022-12-10,207000,,207000,Tanpa Promo
2022-12-10,138000,,138000,Tanpa Promo
2022-12-10,53776,END_YEAR,38776,Dengan Promo
2022-12-10,3550000,,3550000,Tanpa Promo
2022-12-10,89900,GRATIS_ONGKIR,84900,Dengan Promo
2022-12-10,125970,GRATIS_ONGKIR,120970,Dengan Promo
2022-12-11,135100,,135100,Tanpa Promo
2022-12-11,31100,GRATIS_ONGKIR,26100,Dengan Promo
2022-12-11,192450,END_YEAR,177450,Dengan Promo
2022-12-11,185000,,185000,Tanpa Promo
2022-12-11,179700,GRATIS_ONGKIR,174700,Dengan Promo
2022-12-11,181500,,181500,Tanpa Promo
2022-12-11,164445,END_YEAR,149445,Dengan Promo
2022-12-11,435998,GRATIS_ONGKIR,430998,Dengan Promo
2022-12-11,2025000,GRATIS_ONGKIR,2020000,Dengan Promo
2022-12-11,337500,GRATIS_ONGKIR,332500,Dengan Promo
2022-12-11,170000,END_YEAR,155000,Dengan Promo
2022-12-11,46942,,46942,Tanpa Promo
2022-12-11,64000,GRATIS_ONGKIR,59000,Dengan Promo
2022-12-11,99150,END_YEAR,84150,Dengan Promo
2022-12-11,118000,GRATIS_ONGKIR,113000,Dengan Promo
2022-12-11,11990,GRATIS_ONGKIR,6990,Dengan Promo
2022-12-11,48500,GRATIS_ONGKIR,43500,Dengan Promo
2022-12-11,95000,,95000,Tanpa Promo
2022-12-11,23980,GRATIS_ONGKIR,18980,Dengan Promo
2022-12-11,156000,,156000,Tanpa Promo
2022-12-11,231998,,231998,Tanpa Promo
2022-12-11,998000,GRATIS_ONGKIR,993000,Dengan Promo
2022-12-11,59000,END_YEAR,44000,Dengan Promo
2022-12-11,59800,,59800,Tanpa Promo
2022-12-11,224850,END_YEAR,209850,Dengan Promo
2022-12-11,105000,,105000,Tanpa Promo
2022-12-11,808275,,808275,Tanpa Promo
2022-12-11,345000,END_YEAR,330000,Dengan Promo
2022-12-11,960000,GRATIS_ONGKIR,955000,Dengan Promo
2022-12-11,170050,,170050,Tanpa Promo
2022-12-11,138500,GRATIS_ONGKIR,133500,Dengan Promo
2022-12-11,420000,,420000,Tanpa Promo
2022-12-11,80000,,80000,Tanpa Promo
2022-12-11,145000,,145000,Tanpa Promo
2022-12-11,99000,,99000,Tanpa Promo
2022-12-11,220000,,220000,Tanpa Promo
2022-12-11,435000,,435000,Tanpa Promo
2022-12-11,80000,END_YEAR,65000,Dengan Promo
2022-12-11,122052,END_YEAR,107052,Dengan Promo
2022-12-11,278000,END_YEAR,263000,Dengan Promo
2022-12-11,104000,END_YEAR,89000,Dengan Promo
2022-12-11,113700,END_YEAR,98700,Dengan Promo
2022-12-11,97500,END_YEAR,82500,Dengan Promo
2022-12-11,187200,END_YEAR,172200,Dengan Promo
2022-12-11,35000,,35000,Tanpa Promo
2022-12-11,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-12-11,70400,,70400,Tanpa Promo
2022-12-11,195000,GRATIS_ONGKIR,190000,Dengan Promo
2022-12-11,149900,,149900,Tanpa Promo
2022-12-11,390000,END_YEAR,375000,Dengan Promo
2022-12-11,229000,END_YEAR,214000,Dengan Promo
2022-12-11,26000,,26000,Tanpa Promo
2022-12-11,1796000,GRATIS_ONGKIR,1791000,Dengan Promo
2022-12-12,6796000,HARBOLNAS,6766000,Dengan Promo
2022-12-12,1796000,HARBOLNAS,1766000,Dengan Promo
2022-12-12,100000,HARBOLNAS,70000,Dengan Promo
2022-12-12,110000,HARBOLNAS,80000,Dengan Promo
2022-12-12,184000,,184000,Tanpa Promo
2022-12-12,260000,HARBOLNAS,230000,Dengan Promo
2022-12-12,147900,HARBOLNAS,117900,Dengan Promo
2022-12-12,120000,HARBOLNAS,90000,Dengan Promo
2022-12-12,620000,,620000,Tanpa Promo
2022-12-12,192000,HARBOLNAS,162000,Dengan Promo
2022-12-12,100000,HARBOLNAS,70000,Dengan Promo
2022-12-12,454750,,454750,Tanpa Promo
2022-12-12,348750,HARBOLNAS,318750,Dengan Promo
2022-12-12,39405,,39405,Tanpa Promo
2022-12-12,405000,HARBOLNAS,375000,Dengan Promo
2022-12-12,472500,HARBOLNAS,442500,Dengan Promo
2022-12-12,375920,,375920,Tanpa Promo
2022-12-12,100000,,100000,Tanpa Promo
2022-12-12,77370,HARBOLNAS,47370,Dengan Promo
2022-12-12,959700,HARBOLNAS,929700,Dengan Promo
2022-12-12,159800,,159800,Tanpa Promo
2022-12-12,98750,,98750,Tanpa Promo
2022-12-12,119998,HARBOLNAS,89998,Dengan Promo
2022-12-12,555000,,555000,Tanpa Promo
2022-12-12,55550,,55550,Tanpa Promo
2022-12-12,91800,HARBOLNAS,61800,Dengan Promo
2022-12-12,297000,HARBOLNAS,267000,Dengan Promo
2022-12-12,91800,HARBOLNAS,61800,Dengan Promo
2022-12-12,438000,,438000,Tanpa Promo
2022-12-12,112500,,112500,Tanpa Promo
2022-12-12,219000,,219000,Tanpa Promo
2022-12-12,37500,,37500,Tanpa Promo
2022-12-12,290720,,290720,Tanpa Promo
2022-12-12,436000,,436000,Tanpa Promo
2022-12-12,44000,HARBOLNAS,14000,Dengan Promo
2022-12-12,4347000,HARBOLNAS,4317000,Dengan Promo
2022-12-12,21500,,21500,Tanpa Promo
2022-12-12,159000,HARBOLNAS,129000,Dengan Promo
2022-12-12,477000,,477000,Tanpa Promo
2022-12-12,316000,HARBOLNAS,286000,Dengan Promo
2022-12-12,498000,,498000,Tanpa Promo
2022-12-12,104000,,104000,Tanpa Promo
2022-12-12,51000,HARBOLNAS,21000,Dengan Promo
2022-12-12,299800,,299800,Tanpa Promo
2022-12-12,689997,HARBOLNAS,659997,Dengan Promo
2022-12-12,60000,,60000,Tanpa Promo
2022-12-12,74000,,74000,Tanpa Promo
2022-12-12,157500,HARBOLNAS,127500,Dengan Promo
2022-12-12,250200,HARBOLNAS,220200,Dengan Promo
2022-12-12,1300000,HARBOLNAS,1270000,Dengan Promo
2022-12-12,194000,HARBOLNAS,164000,Dengan Promo
2022-12-12,39500,HARBOLNAS,9500,Dengan Promo
2022-12-12,398000,,398000,Tanpa Promo
2022-12-12,99750,,99750,Tanpa Promo
2022-12-12,227997,HARBOLNAS,197997,Dengan Promo
2022-12-12,159000,,159000,Tanpa Promo
2022-12-12,567000,HARBOLNAS,537000,Dengan Promo
2022-12-12,192000,,192000,Tanpa Promo
2022-12-12,2380,HARBOLNAS,-27620,Dengan Promo
2022-12-12,318000,HARBOLNAS,288000,Dengan Promo
2022-12-12,236370,,236370,Tanpa Promo
2022-12-12,192000,HARBOLNAS,162000,Dengan Promo
2022-12-12,200000,HARBOLNAS,170000,Dengan Promo
2022-12-12,292500,,292500,Tanpa Promo
2022-12-12,145000,,145000,Tanpa Promo
2022-12-12,379800,,379800,Tanpa Promo
2022-12-12,666000,,666000,Tanpa Promo
2022-12-12,320000,,320000,Tanpa Promo
2022-12-12,916000,,916000,Tanpa Promo
2022-12-12,161592,,161592,Tanpa Promo
2022-12-12,615000,HARBOLNAS,585000,Dengan Promo
2022-12-12,149625,,149625,Tanpa Promo
2022-12-12,195000,,195000,Tanpa Promo
2022-12-12,880000,,880000,Tanpa Promo
2022-12-12,108000,HARBOLNAS,78000,Dengan Promo
2022-12-12,899997,HARBOLNAS,869997,Dengan Promo
2022-12-12,198000,,198000,Tanpa Promo
2022-12-12,80250,,80250,Tanpa Promo
2022-12-12,11250,,11250,Tanpa Promo
2022-12-12,303996,,303996,Tanpa Promo
2022-12-12,387600,HARBOLNAS,357600,Dengan Promo
2022-12-12,447000,HARBOLNAS,417000,Dengan Promo
2022-12-12,3380,,3380,Tanpa Promo
2022-12-12,96994,,96994,Tanpa Promo
2022-12-12,145360,,145360,Tanpa Promo
2022-12-12,299999,HARBOLNAS,269999,Dengan Promo
2022-12-12,78999,HARBOLNAS,48999,Dengan Promo
2022-12-12,35970,,35970,Tanpa Promo
2022-12-12,115000,,115000,Tanpa Promo
2022-12-12,121500,HARBOLNAS,91500,Dengan Promo
2022-12-12,68700,HARBOLNAS,38700,Dengan Promo
2022-12-12,60500,,60500,Tanpa Promo
2022-12-12,129000,HARBOLNAS,99000,Dengan Promo
2022-12-12,146000,HARBOLNAS,116000,Dengan Promo
2022-12-12,390000,,390000,Tanpa Promo
2022-12-12,330000,,330000,Tanpa Promo
2022-12-12,689997,HARBOLNAS,659997,Dengan Promo
2022-12-12,75000,,75000,Tanpa Promo
2022-12-12,420000,,420000,Tanpa Promo
2022-12-12,187768,,187768,Tanpa Promo
2022-12-12,57000,,57000,Tanpa Promo
2022-12-12,104000,,104000,Tanpa Promo
2022-12-12,1114000,HARBOLNAS,1084000,Dengan Promo
2022-12-12,219000,,219000,Tanpa Promo
2022-12-12,100000,,100000,Tanpa Promo
2022-12-12,206664,,206664,Tanpa Promo
2022-12-12,4874,HARBOLNAS,-25126,Dengan Promo
2022-12-12,119900,HARBOLNAS,89900,Dengan Promo
2022-12-12,150000,HARBOLNAS,120000,Dengan Promo
2022-12-12,311700,HARBOLNAS,281700,Dengan Promo
2022-12-12,830000,HARBOLNAS,800000,Dengan Promo
2022-12-12,7500,HARBOLNAS,-22500,Dengan Promo
2022-12-12,920000,HARBOLNAS,890000,Dengan Promo
2022-12-12,98750,,98750,Tanpa Promo
2022-12-13,260000,,260000,Tanpa Promo
2022-12-13,2700,END_YEAR,-12300,Dengan Promo
2022-12-13,59000,,59000,Tanpa Promo
2022-12-13,36374,END_YEAR,21374,Dengan Promo
2022-12-13,61998,END_YEAR,46998,Dengan Promo
2022-12-13,60000,,60000,Tanpa Promo
2022-12-13,49500,GRATIS_ONGKIR,44500,Dengan Promo
2022-12-13,750000,,750000,Tanpa Promo
2022-12-13,585000,END_YEAR,570000,Dengan Promo
2022-12-13,299800,GRATIS_ONGKIR,294800,Dengan Promo
2022-12-13,155000,GRATIS_ONGKIR,150000,Dengan Promo
2022-12-13,292500,,292500,Tanpa Promo
2022-12-13,192000,,192000,Tanpa Promo
2022-12-13,672000,,672000,Tanpa Promo
2022-12-13,358000,,358000,Tanpa Promo
2022-12-13,825000,END_YEAR,810000,Dengan Promo
2022-12-13,85000,END_YEAR,70000,Dengan Promo
2022-12-13,25000,END_YEAR,10000,Dengan Promo
2022-12-13,111100,END_YEAR,96100,Dengan Promo
2022-12-13,177000,GRATIS_ONGKIR,172000,Dengan Promo
2022-12-13,85320,GRATIS_ONGKIR,80320,Dengan Promo
2022-12-13,76500,GRATIS_ONGKIR,71500,Dengan Promo
2022-12-13,84000,,84000,Tanpa Promo
2022-12-13,297000,,297000,Tanpa Promo
2022-12-13,400000,,400000,Tanpa Promo
2022-12-13,27000,END_YEAR,12000,Dengan Promo
2022-12-13,159000,,159000,Tanpa Promo
2022-12-13,599700,GRATIS_ONGKIR,594700,Dengan Promo
2022-12-13,189000,END_YEAR,174000,Dengan Promo
2022-12-13,25740,,25740,Tanpa Promo
2022-12-13,337500,,337500,Tanpa Promo
2022-12-13,70400,,70400,Tanpa Promo
2022-12-13,109000,END_YEAR,94000,Dengan Promo
2022-12-13,538000,END_YEAR,523000,Dengan Promo
2022-12-13,76500,GRATIS_ONGKIR,71500,Dengan Promo
2022-12-13,318000,END_YEAR,303000,Dengan Promo
2022-12-13,389700,END_YEAR,374700,Dengan Promo
2022-12-13,81000,GRATIS_ONGKIR,76000,Dengan Promo
2022-12-13,57000,END_YEAR,42000,Dengan Promo
2022-12-13,139800,END_YEAR,124800,Dengan Promo
2022-12-13,84000,END_YEAR,69000,Dengan Promo
2022-12-13,300000,,300000,Tanpa Promo
2022-12-13,269000,,269000,Tanpa Promo
2022-12-13,205000,END_YEAR,190000,Dengan Promo
2022-12-13,231000,END_YEAR,216000,Dengan Promo
2022-12-13,53000,END_YEAR,38000,Dengan Promo
2022-12-13,752000,,752000,Tanpa Promo
2022-12-13,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-12-13,149650,GRATIS_ONGKIR,144650,Dengan Promo
2022-12-14,140000,END_YEAR,125000,Dengan Promo
2022-12-14,9200,,9200,Tanpa Promo
2022-12-14,89700,,89700,Tanpa Promo
2022-12-14,59280,,59280,Tanpa Promo
2022-12-14,28500,,28500,Tanpa Promo
2022-12-14,3550000,GRATIS_ONGKIR,3545000,Dengan Promo
2022-12-14,142000,,142000,Tanpa Promo
2022-12-14,24796,END_YEAR,9796,Dengan Promo
2022-12-14,169000,GRATIS_ONGKIR,164000,Dengan Promo
2022-12-14,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-12-14,151500,GRATIS_ONGKIR,146500,Dengan Promo
2022-12-14,43000,GRATIS_ONGKIR,38000,Dengan Promo
2022-12-14,297000,END_YEAR,282000,Dengan Promo
2022-12-14,24796,,24796,Tanpa Promo
2022-12-14,440000,GRATIS_ONGKIR,435000,Dengan Promo
2022-12-14,2682000,GRATIS_ONGKIR,2677000,Dengan Promo
2022-12-14,200000,END_YEAR,185000,Dengan Promo
2022-12-14,116250,GRATIS_ONGKIR,111250,Dengan Promo
2022-12-14,140000,GRATIS_ONGKIR,135000,Dengan Promo
2022-12-14,150000,GRATIS_ONGKIR,145000,Dengan Promo
2022-12-14,5970000,GRATIS_ONGKIR,5965000,Dengan Promo
2022-12-14,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-12-14,960000,END_YEAR,945000,Dengan Promo
2022-12-14,4545000,,4545000,Tanpa Promo
2022-12-14,150000,GRATIS_ONGKIR,145000,Dengan Promo
2022-12-14,73998,GRATIS_ONGKIR,68998,Dengan Promo
2022-12-14,415500,END_YEAR,400500,Dengan Promo
2022-12-14,31000,GRATIS_ONGKIR,26000,Dengan Promo
2022-12-14,960000,GRATIS_ONGKIR,955000,Dengan Promo
2022-12-14,237000,,237000,Tanpa Promo
2022-12-14,165000,END_YEAR,150000,Dengan Promo
2022-12-14,92000,GRATIS_ONGKIR,87000,Dengan Promo
2022-12-14,387600,GRATIS_ONGKIR,382600,Dengan Promo
2022-12-14,41990,GRATIS_ONGKIR,36990,Dengan Promo
2022-12-14,150000,END_YEAR,135000,Dengan Promo
2022-12-14,19000,GRATIS_ONGKIR,14000,Dengan Promo
2022-12-14,1099900,GRATIS_ONGKIR,1094900,Dengan Promo
2022-12-14,3700,END_YEAR,-11300,Dengan Promo
2022-12-14,111100,END_YEAR,96100,Dengan Promo
2022-12-14,240000,END_YEAR,225000,Dengan Promo
2022-12-14,35000,,35000,Tanpa Promo
2022-12-14,379800,GRATIS_ONGKIR,374800,Dengan Promo
2022-12-14,250200,GRATIS_ONGKIR,245200,Dengan Promo
2022-12-14,75999,END_YEAR,60999,Dengan Promo
2022-12-14,207800,,207800,Tanpa Promo
2022-12-14,254250,,254250,Tanpa Promo
2022-12-15,830000,END_YEAR,815000,Dengan Promo
2022-12-15,284000,END_YEAR,269000,Dengan Promo
2022-12-15,137776,END_YEAR,122776,Dengan Promo
2022-12-15,506997,,506997,Tanpa Promo
2022-12-15,207000,GRATIS_ONGKIR,202000,Dengan Promo
2022-12-15,258000,,258000,Tanpa Promo
2022-12-15,64500,GRATIS_ONGKIR,59500,Dengan Promo
2022-12-15,122052,END_YEAR,107052,Dengan Promo
2022-12-15,330000,,330000,Tanpa Promo
2022-12-15,54000,END_YEAR,39000,Dengan Promo
2022-12-15,200000,END_YEAR,185000,Dengan Promo
2022-12-15,228000,GRATIS_ONGKIR,223000,Dengan Promo
2022-12-15,460000,END_YEAR,445000,Dengan Promo
2022-12-15,319200,GRATIS_ONGKIR,314200,Dengan Promo
2022-12-15,81000,GRATIS_ONGKIR,76000,Dengan Promo
2022-12-15,462000,END_YEAR,447000,Dengan Promo
2022-12-15,234000,END_YEAR,219000,Dengan Promo
2022-12-15,137776,END_YEAR,122776,Dengan Promo
2022-12-15,30000,,30000,Tanpa Promo
2022-12-15,96000,GRATIS_ONGKIR,91000,Dengan Promo
2022-12-15,393360,END_YEAR,378360,Dengan Promo
2022-12-15,129270,GRATIS_ONGKIR,124270,Dengan Promo
2022-12-15,388500,END_YEAR,373500,Dengan Promo
2022-12-15,36000,END_YEAR,21000,Dengan Promo
2022-12-15,98800,GRATIS_ONGKIR,93800,Dengan Promo
2022-12-15,599997,END_YEAR,584997,Dengan Promo
2022-12-15,6600,,6600,Tanpa Promo
2022-12-15,17400,GRATIS_ONGKIR,12400,Dengan Promo
2022-12-15,75980,END_YEAR,60980,Dengan Promo
2022-12-15,752000,GRATIS_ONGKIR,747000,Dengan Promo
2022-12-15,187960,END_YEAR,172960,Dengan Promo
2022-12-15,155000,,155000,Tanpa Promo
2022-12-15,121500,,121500,Tanpa Promo
2022-12-15,131746,GRATIS_ONGKIR,126746,Dengan Promo
2022-12-15,399998,END_YEAR,384998,Dengan Promo
2022-12-15,61998,,61998,Tanpa Promo
2022-12-15,106000,,106000,Tanpa Promo
2022-12-15,599998,END_YEAR,584998,Dengan Promo
2022-12-15,2920000,,2920000,Tanpa Promo
2022-12-15,96000,GRATIS_ONGKIR,91000,Dengan Promo
2022-12-15,495000,END_YEAR,480000,Dengan Promo
2022-12-15,450000,END_YEAR,435000,Dengan Promo
2022-12-15,119700,GRATIS_ONGKIR,114700,Dengan Promo
2022-12-15,358000,END_YEAR,343000,Dengan Promo
2022-12-15,208500,GRATIS_ONGKIR,203500,Dengan Promo
2022-12-15,650000,,650000,Tanpa Promo
2022-12-15,597000,END_YEAR,582000,Dengan Promo
2022-12-15,59999,GRATIS_ONGKIR,54999,Dengan Promo
2022-12-15,74800,,74800,Tanpa Promo
2022-12-15,62200,GRATIS_ONGKIR,57200,Dengan Promo
2022-12-15,397500,END_YEAR,382500,Dengan Promo
2022-12-15,95800,GRATIS_ONGKIR,90800,Dengan Promo
2022-12-15,207000,,207000,Tanpa Promo
2022-12-15,53000,GRATIS_ONGKIR,48000,Dengan Promo
2022-12-15,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-12-15,2380,END_YEAR,-12620,Dengan Promo
2022-12-15,43000,END_YEAR,28000,Dengan Promo
2022-12-15,208500,,208500,Tanpa Promo
2022-12-16,81180,GRATIS_ONGKIR,76180,Dengan Promo
2022-12-16,59900,END_YEAR,44900,Dengan Promo
2022-12-16,185000,GRATIS_ONGKIR,180000,Dengan Promo
2022-12-16,219000,,219000,Tanpa Promo
2022-12-16,487500,,487500,Tanpa Promo
2022-12-16,41990,GRATIS_ONGKIR,36990,Dengan Promo
2022-12-16,262240,,262240,Tanpa Promo
2022-12-16,21500,GRATIS_ONGKIR,16500,Dengan Promo
2022-12-16,52000,END_YEAR,37000,Dengan Promo
2022-12-16,133800,END_YEAR,118800,Dengan Promo
2022-12-16,615000,END_YEAR,600000,Dengan Promo
2022-12-16,35970,,35970,Tanpa Promo
2022-12-16,130000,,130000,Tanpa Promo
2022-12-16,195000,,195000,Tanpa Promo
2022-12-16,112950,,112950,Tanpa Promo
2022-12-16,653997,END_YEAR,638997,Dengan Promo
